SN,ANLN1,ANLN2,AUFNR,AUGBL,AUGDT,BELNR,BSCHL,BTYPE,BUKRS,BUZEI,DMBTR,EBELN,EBELP,ETYPE,GJAHR,HBKID,HKONT,KOART,KOKRS,KOSTL,KTOSL,KUNNR,LIFNR,MATNR,MWSKZ,POSN2,PRCTR,SGTXT,SHKZG,UMSKZ,VBEL2,VBELN,VORGN,WERKS,XANET,XAUTO,XINVE,XOPVW,XSAUF,XSERG,XSKST,XSPRO,XUMAN,XUMSW,XZAHL
7600,            ,    ,            ,          ,0,5000000429,89,  ,3000,1,150000,4500024534,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7601,            ,    ,            ,          ,0,5000000430,50,  ,3000,2,150000,4500024535,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7602,            ,    ,            ,          ,0,5000000430,89,  ,3000,1,150000,4500024535,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7603,            ,    ,            ,          ,0,5000000431,50,  ,3000,2,150000,4500024536,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7604,            ,    ,            ,          ,0,5000000431,89,  ,3000,1,150000,4500024536,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7605,            ,    ,            ,          ,0,5000000432,50,  ,3000,2,150000,4500024537,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7606,            ,    ,            ,          ,0,5000000432,89,  ,3000,1,150000,4500024537,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7607,            ,    ,            ,          ,0,5000000433,50,  ,3000,2,150000,4500024538,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7608,            ,    ,            ,          ,0,5000000433,89,  ,3000,1,150000,4500024538,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7609,            ,    ,            ,          ,0,5000000434,50,  ,3000,2,150000,4500024539,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7610,            ,    ,            ,          ,0,5000000434,89,  ,3000,1,150000,4500024539,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7611,            ,    ,            ,          ,0,5000000435,50,  ,3000,2,150000,4500024540,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7612,            ,    ,            ,          ,0,5000000435,89,  ,3000,1,150000,4500024540,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7613,            ,    ,            ,          ,0,5000000436,50,  ,3000,2,150000,4500024541,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7614,            ,    ,            ,          ,0,5000000436,89,  ,3000,1,150000,4500024541,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7615,            ,    ,            ,          ,0,5000000437,50,  ,3000,2,150000,4500024542,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7616,            ,    ,            ,          ,0,5000000437,89,  ,3000,1,150000,4500024542,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7617,            ,    ,            ,          ,0,5000000438,50,  ,3000,2,150000,4500024543,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7618,            ,    ,            ,          ,0,5000000438,89,  ,3000,1,150000,4500024543,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7619,            ,    ,            ,          ,0,5000000439,50,  ,3000,2,150000,4500024544,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7620,            ,    ,            ,          ,0,5000000439,89,  ,3000,1,150000,4500024544,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7621,            ,    ,            ,          ,0,5000000440,50,  ,3000,2,150000,4500024545,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7622,            ,    ,            ,          ,0,5000000440,89,  ,3000,1,150000,4500024545,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7623,            ,    ,            ,          ,0,5000000441,50,  ,3000,2,150000,4500024546,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7624,            ,    ,            ,          ,0,5000000441,89,  ,3000,1,150000,4500024546,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7625,            ,    ,            ,          ,0,5000000442,50,  ,3000,2,150000,4500024547,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7626,            ,    ,            ,          ,0,5000000442,89,  ,3000,1,150000,4500024547,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7627,            ,    ,            ,          ,0,5000000443,50,  ,3000,2,150000,4500024548,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7628,            ,    ,            ,          ,0,5000000443,89,  ,3000,1,150000,4500024548,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7629,            ,    ,            ,          ,0,5000000444,50,  ,3000,2,150000,4500024549,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7630,            ,    ,            ,          ,0,5000000444,89,  ,3000,1,150000,4500024549,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7631,            ,    ,            ,          ,0,5000000445,50,  ,3000,2,150000,4500024550,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7632,            ,    ,            ,          ,0,5000000445,89,  ,3000,1,150000,4500024550,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7633,            ,    ,            ,          ,0,5000000446,50,  ,3000,2,150000,4500024584,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7634,            ,    ,            ,          ,0,5000000446,89,  ,3000,1,150000,4500024584,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7635,            ,    ,            ,          ,0,5000000447,50,  ,3000,2,150000,4500024585,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7636,            ,    ,            ,          ,0,5000000447,89,  ,3000,1,150000,4500024585,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7637,            ,    ,            ,          ,0,5000000448,50,  ,3000,2,150000,4500024586,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7638,            ,    ,            ,          ,0,5000000448,89,  ,3000,1,150000,4500024586,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7639,            ,    ,            ,          ,0,5000000449,50,  ,3000,2,150000,4500024587,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7640,            ,    ,            ,          ,0,5000000449,89,  ,3000,1,150000,4500024587,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7641,            ,    ,            ,          ,0,5000000450,50,  ,3000,2,150000,4500024588,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7642,            ,    ,            ,          ,0,5000000450,89,  ,3000,1,150000,4500024588,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7643,            ,    ,            ,          ,0,5000000451,50,  ,3000,2,150000,4500024589,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7644,            ,    ,            ,          ,0,5000000451,89,  ,3000,1,150000,4500024589,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
7645,            ,    ,            ,          ,0,5000000452,50,  ,3000,2,150000,4500024590,10,   ,2022,     ,63000,S,2000,          ,EKG,          ,3000,697,  ,0,          ,                                                  ,H, ,          ,          ,RMWE,3000, , , ,X, , , , , , ,X
7646,            ,    ,            ,          ,0,5000000452,89,  ,3000,1,150000,4500024590,10,   ,2022,     ,300000,M,2000,          ,BSX,          ,3000,697,  ,0,          ,                                                  ,S, ,          ,          ,RMWE,3000, , , , , , , , , , ,
